caption	url	width	height	absolute_image_path	index	subject	prompt
View of the Okstindan mountains and glacier	https://upload.wikimedia.org/wikipedia/commons/f/fc/Image7-19918810.jpg	2048	1536	/data/output_images/00011/000119975.jpg	2280	Okstindan mountains	A panoramic view of the Okstindan mountains and glacier during sunset, with vibrant colors reflecting off the snow
Purim hamantaschen	https://upload.wikimedia.org/wikipedia/commons/c/cb/Homemade_hamantaschen.jpg	1640	1230	/data/output_images/00011/000119579.jpg	2272	hamantaschen	A plate of hamantaschen displayed on a festive table during a Purim celebration
A young Lionhead rabbit.	https://upload.wikimedia.org/wikipedia/commons/9/9d/Caramel_a_3_month_old_Lionhead_rabbit.jpg	1429	1429	/data/output_images/00012/000121112.jpg	2304	Lionhead rabbit	A young Lionhead rabbit playing in a sunny meadow filled with wildflowers
Emirates Airbus A380	https://upload.wikimedia.org/wikipedia/commons/a/a5/Emirates_A380_2.JPG	1360	888	/data/output_images/00012/000121246.jpg	2306	Emirates Airbus A380	An Emirates Airbus A380 flying over a bustling city skyline at sunset
1961 Rambler Ambassador Custom	https://upload.wikimedia.org/wikipedia/commons/7/72/1961_Rambler_Ambassador_Custom_blue-fl.jpg	2459	1594	/data/output_images/00011/000119343.jpg	2274	1961 Rambler Ambassador Custom	A 1961 Rambler Ambassador Custom parked in front of a vintage diner
A greater flamingo chick being fed crop milk	https://upload.wikimedia.org/wikipedia/commons/c/ce/Rosaflamingo-K%C3%BCken_-_Fuetterung_mit_Kropfmilch.jpg	2336	3504	/data/output_images/00011/000119703.jpg	2281	greater flamingo chick	A greater flamingo chick being fed in a serene wetland environment
A Metrobus double-decker bus at Crawley bus station	https://upload.wikimedia.org/wikipedia/commons/4/48/Metrobus_in_Crawley_-_YN54_AJV.JPG	2500	1600	/data/output_images/00012/000120271.jpg	2292	Metrobus double-decker bus	A Metrobus double-decker bus driving through a bustling city street during sunset
A Canadian Forces CH-124 Sea King shows its boat hull, sponsons and wheeled landing gear.	https://upload.wikimedia.org/wikipedia/commons/1/1e/CH-124_Sea_King.jpg	2256	1500	/data/output_images/00012/000121098.jpg	2307	Canadian Forces CH-124 Sea King	A Canadian Forces CH-124 Sea King flying over a snowy mountain landscape
Modern bowl in a traditional pattern, made in Faenza, Italy, which gave its name to the type.	https://upload.wikimedia.org/wikipedia/commons/e/eb/Faience_Plate_Traditional.jpg	1896	1728	/data/output_images/00011/000119872.jpg	2277	bowl	A beautifully decorated bowl placed on a rustic wooden dining table in a cozy Italian kitchen
Eupsittula pertinax xanthogenia on the island of Bonaire, Netherlands Antilles	https://upload.wikimedia.org/wikipedia/commons/3/32/Aratinga_pertinax_-Bonaire-8.jpg	1956	1899	/data/output_images/00012/000120920.jpg	2308	Eupsittula pertinax xanthogenia	Eupsittula pertinax xanthogenia perched on a branch in a tropical rainforest
Rear view of TZ2	https://upload.wikimedia.org/wikipedia/commons/a/af/Alfa_Romeo_Giulia_TZ_%283%29.JPG	1024	768	/data/output_images/00012/000120478.jpg	2290	TZ2	A TZ2 sports car parked on a scenic coastal road with the ocean in the background
A French Air Force TBM 700. Note the small door aft of the wing.	https://upload.wikimedia.org/wikipedia/commons/5/5a/French_Air_Force%2C_F-RAXL%2C_Socata_TBM700_%2827881367003%29.jpg	1200	800	/data/output_images/00012/000122917.jpg	2335	TBM 700	A TBM 700 flying over a picturesque mountain range during sunset
Rafflesia arnoldii, the world largest flower in Bengkulu - Indonesia	https://upload.wikimedia.org/wikipedia/commons/3/3b/Rafflesia_arnoldii_and_buds.JPG	1024	768	/data/output_images/00012/000121240.jpg	2309	Rafflesia arnoldii	A Rafflesia arnoldii blooming in a tropical rainforest with vibrant green foliage and dappled sunlight filtering through the trees
An ETR 500 high speed train at the station	https://upload.wikimedia.org/wikipedia/commons/8/81/Etr500_frecciarossa_roma_tib.JPG	5184	3456	/data/output_images/00011/000118181.jpg	2257	ETR 500 high speed train	An ETR 500 high speed train traveling through a scenic countryside landscape
1998 Toyota Land Cruiser Prado GXL 5-door wagon (VZJ95R, Australia)	https://upload.wikimedia.org/wikipedia/commons/c/c1/1998_Toyota_Land_Cruiser_Prado_%28VZJ95R%29_GXL_5-door_wagon_%282011-03-10%29.jpg	3672	2083	/data/output_images/00011/000118817.jpg	2283	1998 Toyota Land Cruiser Prado GXL	A 1998 Toyota Land Cruiser Prado GXL driving through a rugged mountain trail
1986-1989 Ford Taurus GL	https://upload.wikimedia.org/wikipedia/commons/1/12/Ford_Taurus_GL_3.0_1986_%2817776854394%29.jpg	3000	2250	/data/output_images/00011/000118377.jpg	2255	1986-1989 Ford Taurus GL	A 1986-1989 Ford Taurus GL parked in a bustling city street during sunset
Dongfeng Xiaokang K07S (rear)	https://upload.wikimedia.org/wikipedia/commons/5/59/2016_Dongfeng-Xiaokang_%28Sokon%29_K07S%2C_rear_8.16.18.jpg	4663	3161	/data/output_images/00012/000120486.jpg	2302	Dongfeng Xiaokang K07S	A Dongfeng Xiaokang K07S parked in a bustling city street with skyscrapers in the background
Cisco or lake herring, Coregonus artedi	https://upload.wikimedia.org/wikipedia/commons/8/84/Cisco.jpg	1000	362	/data/output_images/00012/000122018.jpg	2322	Cisco	A Cisco swimming in a clear mountain lake surrounded by pine trees
A Palazzani TSJ 24 in Hong Kong	http://upload.wikimedia.org/wikipedia/commons/2/2a/Palazzani_TSJ24.jpg	3648	2736	/data/output_images/00012/000120001.jpg	2295	Palazzani TSJ 24	A Palazzani TSJ 24 working on a construction site in a bustling city
Trident maple bonsai	https://upload.wikimedia.org/wikipedia/commons/e/e1/BonsaiTridentMaple.jpg	2641	1719	/data/output_images/00012/000121378.jpg	2310	Trident maple bonsai	A Trident maple bonsai displayed in a serene Japanese garden
Pita topped with cucumber, hummus, and lamb.	https://upload.wikimedia.org/wikipedia/commons/5/5f/Pita_topped_with_artichoke_hummus_and_lamb.jpg	2592	1944	/data/output_images/00012/000122164.jpg	2324	Pita	A pita filled with fresh vegetables and grilled lamb served at a vibrant outdoor market
1986Ã¢ÂÂ1987 Chevrolet Cavalier coupe	http://upload.wikimedia.org/wikipedia/commons/c/c2/%2785-%2788_Chevrolet_Cavalier_Coupe.jpg	1090	406	/data/output_images/00012/000122979.jpg	2337	1986–1987 Chevrolet Cavalier coupe	A 1986–1987 Chevrolet Cavalier coupe parked on a scenic coastal road
Purple swamphen	https://upload.wikimedia.org/wikipedia/commons/3/39/Porphyrio_indicus_viridis_-_Bueng_Boraphet%2C_Thailand.jpg	2500	2000	/data/output_images/00012/000123021.jpg	2342	Purple swamphen	A Purple swamphen standing on a rocky shore by the ocean
RAAF Dassault Falcon 7X	https://upload.wikimedia.org/wikipedia/commons/e/ed/Royal_Australian_Air_Force_%28A56-002%29_Dassault_Falcon_7X_at_Wagga_Wagga_Airport_%282%29.jpg	2000	1333	/data/output_images/00012/000122406.jpg	2331	RAAF Dassault Falcon 7X	A RAAF Dassault Falcon 7X flying over a bustling city skyline at sunset
6-inch gun at Fort Columbia State Park, Washington state, similar to Battery 207.	http://upload.wikimedia.org/wikipedia/en/e/e9/Coastal_artillery_gun_at_Fort_Columbia_State_Park.jpg	2048	1229	/data/output_images/00012/000121621.jpg	2317	6-inch gun	A 6-inch gun displayed on a coastal cliff overlooking the ocean
Korvensuu car 1913	https://upload.wikimedia.org/wikipedia/commons/6/60/Korvensuu.JPG	2272	1704	/data/output_images/00012/000123733.jpg	2354	Korvensuu car 1913	A Korvensuu car 1913 driving along a scenic coastal road during sunset
Leopard in the Serengeti	https://upload.wikimedia.org/wikipedia/commons/2/23/Leopard_%28Panthera_pardus%29.jpg	3000	2000	/data/output_images/00012/000122476.jpg	2334	Leopard	A leopard lounging on a rocky outcrop in a dense jungle
A Dennis Sabre fire engine in Dublin.	https://upload.wikimedia.org/wikipedia/commons/3/3b/Dublin_fire_engine.jpg	1024	867	/data/output_images/00012/000124198.jpg	2362	Dennis Sabre fire engine	A Dennis Sabre fire engine parked in front of a modern skyscraper in a bustling city
Saiga antelope at the Stepnoi Nature Sanctuary, Russia	https://upload.wikimedia.org/wikipedia/commons/5/57/Saiga_antelope_at_the_Stepnoi_Sanctuary.jpg	2449	2076	/data/output_images/00012/000126240.jpg	2396	Saiga antelope	A Saiga antelope grazing in a lush green meadow surrounded by wildflowers
Weatherball coin bank	https://upload.wikimedia.org/wikipedia/commons/d/d4/NW_Weatherball_coin_bank.jpg	563	750	/data/output_images/00012/000128040.jpg	2426	Weatherball coin bank	A Weatherball coin bank displayed on a colorful children's playroom shelf
Bush Dog (Speothos venaticus)	https://upload.wikimedia.org/wikipedia/commons/7/78/Bush_Dog.jpg	1704	1428	/data/output_images/00012/000126572.jpg	2403	Bush Dog	A Bush Dog exploring a dense rainforest with vibrant foliage
Wolves hunting bison	https://upload.wikimedia.org/wikipedia/commons/9/96/Journal.pone.0112884.g001_a.png	1969	619	/data/output_images/00012/000123777.jpg	2357	wolves	A pack of wolves hunting in a dense forest during autumn
Ford Taunus 12M 1959Ã¢ÂÂ1962	https://upload.wikimedia.org/wikipedia/commons/c/c2/Ford_12_M%2C_Bauzeit_1959_-_1962.jpg	3449	2228	/data/output_images/00012/000122797.jpg	2339	Ford Taunus 12M	A Ford Taunus 12M parked in a bustling city street during the 1960s
An unopened bottle of Ansells Silver Jubilee Strong Ale from 1977	https://upload.wikimedia.org/wikipedia/commons/7/7a/Ansells_Silver_Jubilee_Strong_Ale.jpg	1404	2498	/data/output_images/00012/000126533.jpg	2399	Ansells Silver Jubilee Strong Ale	An unopened bottle of Ansells Silver Jubilee Strong Ale displayed on a vintage wooden bar counter
Red-capped plovers are found at the lake	http://upload.wikimedia.org/wikipedia/commons/9/90/Charadrius_ruficapillus_Breeding_Plumage.jpg	3447	2298	/data/output_images/00012/000127711.jpg	2430	Red-capped plover	A Red-capped plover standing on a sandy beach at sunset
Parma Violets (small size)	http://upload.wikimedia.org/wikipedia/commons/d/d9/Paramaviolet.jpg	2592	1944	/data/output_images/00012/000126230.jpg	2394	Parma Violets	A roll of Parma Violets candy displayed on a picnic table in a sunny park
Venetian Mask 2016	https://upload.wikimedia.org/wikipedia/commons/0/0e/Prinsenwagen2016achter.jpg	5760	3840	/data/output_images/00012/000127319.jpg	2412	Venetian Mask	A Venetian Mask displayed in an elegant ballroom during a masquerade ball
Bascinet without accessories.	https://upload.wikimedia.org/wikipedia/commons/f/fb/Bascinet_MET_DT11527.jpg	2978	3722	/data/output_images/00012/000127424.jpg	2417	Bascinet	A Bascinet displayed on a pedestal in a medieval castle interior
Kadett Car-A-Van	https://upload.wikimedia.org/wikipedia/commons/4/48/Opel_Kadett_A_CarAVan_aka_Kombi.jpg	2893	1929	/data/output_images/00012/000126568.jpg	2402	Kadett Car-A-Van	A Kadett Car-A-Van parked on a scenic coastal road with the ocean in the background
2018 Toyota Sequoia	https://upload.wikimedia.org/wikipedia/commons/f/fd/2018%2B_Toyota_Sequoia_Limited%2C_Silver_Sky_Metallic%2C_6.22.19.jpg	1994	1634	/data/output_images/00012/000127601.jpg	2420	2018 Toyota Sequoia	A 2018 Toyota Sequoia parked in a snowy mountain landscape
1918 limousine	https://upload.wikimedia.org/wikipedia/commons/b/bc/Chalmers_1917.jpg	800	657	/data/output_images/00012/000125092.jpg	2374	1918 limousine	A 1918 limousine parked in front of a vintage hotel in a bustling city street
The Sambar deer, one of the species that can be hunted in the Wugai Mountain Hunting Field.	https://upload.wikimedia.org/wikipedia/commons/9/98/Sambar_walk.jpg	1024	768	/data/output_images/00012/000123898.jpg	2353	Sambar deer	A Sambar deer standing gracefully by a serene riverbank in a lush forest
Tadpole on human hand.	https://upload.wikimedia.org/wikipedia/commons/8/81/Pelophylax_ridibundus1.JPG	3648	2736	/data/output_images/00012/000122303.jpg	2360	Tadpole	A tadpole swimming in a clear pond surrounded by lily pads
1956 Oldsmobile Super 88 convertible	https://upload.wikimedia.org/wikipedia/commons/7/70/1956_Oldsmobile_88.jpg	3050	1830	/data/output_images/00012/000127944.jpg	2428	1956 Oldsmobile Super 88 convertible	A 1956 Oldsmobile Super 88 convertible driving along a scenic coastal road
Tomaru cockerel	https://upload.wikimedia.org/wikipedia/commons/0/00/Tomaru_Roosendaal_2016.jpg	926	868	/data/output_images/00012/000126362.jpg	2398	Tomaru cockerel	A Tomaru cockerel standing proudly in a vibrant Japanese garden
1960 Nissan Cedric 30	https://upload.wikimedia.org/wikipedia/commons/c/c1/1960_Nissan_Cedric_01.jpg	1600	900	/data/output_images/00012/000127485.jpg	2415	1960 Nissan Cedric 30	A 1960 Nissan Cedric 30 driving along a coastal road with the ocean in the background
An adult puggle	https://upload.wikimedia.org/wikipedia/commons/5/53/Old_Puggle.jpg	2544	3816	/data/output_images/00007/000078214.jpg	1507	puggle	An adult puggle sitting on a sandy beach with waves in the background
Tropical orb weaver, Eriophora ravilla	https://upload.wikimedia.org/wikipedia/commons/9/9d/Tropical_orb_weaver_%28Eriophora_ravilla%29.jpg	3789	2526	/data/output_images/00010/000103924.jpg	2006	Tropical orb weaver	A Tropical orb weaver, Eriophora ravilla, resting on a vibrant flower in a lush tropical garden
A nigorobuna of Lake Biwa	https://upload.wikimedia.org/wikipedia/commons/e/ee/Carassius_auratus_grandoculis_by_OpenCage.jpg	1000	1000	/data/output_images/00009/000094952.jpg	1834	nigorobuna	A nigorobuna swimming in a vibrant coral reef
Phantom bannerfish (Heniochus pleurotaenia), Similan Islands, Thailand	https://upload.wikimedia.org/wikipedia/commons/3/33/Phantom_Bannerfish_-_Heniochus_pleurotaenia.jpg	1024	608	/data/output_images/00013/000130556.jpg	2482	Phantom bannerfish	A Phantom bannerfish swimming gracefully in a vibrant coral reef
Pygmy marmoset (Cebuella pygmaea) climbing tree	https://upload.wikimedia.org/wikipedia/commons/9/95/Pygmy_marmoset_%28Cebuella_pygmaea%29_climbing_tree.jpg	768	1024	/data/output_images/00012/000129670.jpg	2464	Pygmy marmoset	A Pygmy marmoset perched on a branch in a vibrant rainforest
A National Airlines Boeing 757-200.	https://upload.wikimedia.org/wikipedia/commons/2/26/National_Airlines_Boeing_757-200_Pashnin.jpg	1200	789	/data/output_images/00012/000128543.jpg	2444	Boeing 757-200	A Boeing 757-200 flying over a bustling city skyline at sunset
A tamal dulce breakfast tamal from Oaxaca, Mexico. It contains pineapple, raisins and blackberries.	http://upload.wikimedia.org/wikipedia/commons/f/ff/Tamal_de_zarzamoras.png	1238	945	/data/output_images/00012/000128012.jpg	2433	tamal dulce	A tamal dulce served on a vibrant market stall in Oaxaca, surrounded by fresh fruits like pineapple, raisins, and blackberries
A common dolphin jumping off Morro Bay Nature Reserve	https://upload.wikimedia.org/wikipedia/commons/0/04/Common_Dolphin_of_genus_Delphinus.jpg	1269	1904	/data/output_images/00012/000129434.jpg	2463	common dolphin	A common dolphin leaping out of the water near a tropical beach
Diplulmaris antarctica with amphipods, offshore from McMurdo Station, Ross Island	https://upload.wikimedia.org/wikipedia/commons/7/76/Diplulmaris_antarctica.jpg	2288	1712	/data/output_images/00013/000131606.jpg	2509	Diplulmaris antarctica	A Diplulmaris antarctica jellyfish gracefully swimming in a vibrant coral reef
Cessna T210L	https://upload.wikimedia.org/wikipedia/commons/c/c2/CessnaT210LCenturion01.jpg	749	562	/data/output_images/00012/000128269.jpg	2436	Cessna T210L	A Cessna T210L flying over a mountainous landscape during sunset
Male rose robin	http://upload.wikimedia.org/wikipedia/commons/c/cc/Rose_Robin_flinders_peak_jun05.JPG	1668	1428	/data/output_images/00012/000128748.jpg	2447	Male rose robin	A Male rose robin perched on a branch in a vibrant tropical rainforest
A-7 Corsair II aircraft made by Ling-Temco-Vought. This example, a former US Navy aircraft, was photographed at a British airshow in 2005. It was retired from service by 2014 from the Hellenic Air Force (Greece).	https://upload.wikimedia.org/wikipedia/commons/c/cd/Corsair.sideview2.fairford.arp.jpg	1939	1365	/data/output_images/00013/000131448.jpg	2500	A-7 Corsair II aircraft	An A-7 Corsair II aircraft flying over a coastal landscape during sunset
S-64 Skycrane	http://upload.wikimedia.org/wikipedia/commons/7/75/Erickson_Air-Crane.jpg	1600	1200	/data/output_images/00012/000129952.jpg	2469	S-64 Skycrane	An S-64 Skycrane hovering over a construction site, lifting heavy materials
A Norwich Terrier.	http://upload.wikimedia.org/wikipedia/commons/7/77/Norwich_terier_670.jpg	1765	1765	/data/output_images/00013/000131819.jpg	2508	Norwich Terrier	A Norwich Terrier playing in a sunny park with children
Saddleback feeding on nectar from a plant.	http://upload.wikimedia.org/wikipedia/commons/3/3c/Philesturnus_rufusater_-_Adam_Mark_Lenny_01.jpg	4288	2848	/data/output_images/00012/000129405.jpg	2465	Saddleback	A Saddleback perched on a branch in a vibrant tropical rainforest
1962 Datsun Cablight (Kurogane Mighty)	https://upload.wikimedia.org/wikipedia/commons/2/29/Datsun-CablightA20.JPG	800	516	/data/output_images/00012/000128421.jpg	2440	1962 Datsun Cablight	A 1962 Datsun Cablight parked in a bustling city street during the day
Azerbaijani modernised BTR-70	https://upload.wikimedia.org/wikipedia/commons/d/d4/BTR-70.jpg	635	475	/data/output_images/00013/000130591.jpg	2484	BTR-70	A modernized BTR-70 armored vehicle driving through a mountainous terrain
Ford Cortina GL Mark V Saloon	https://upload.wikimedia.org/wikipedia/commons/9/96/1980_Ford_Cortina_GL_2.0_Front.jpg	4867	2740	/data/output_images/00012/000128348.jpg	2472	Ford Cortina GL Mark V Saloon	A Ford Cortina GL Mark V Saloon driving along a coastal road with ocean views
Fifth generation Mitsubishi Fuso Canter 20, pre-facelift model	https://upload.wikimedia.org/wikipedia/commons/1/1c/Mitsubishi_Fuso_Canter_20.jpg	945	675	/data/output_images/00012/000129315.jpg	2457	Mitsubishi Fuso Canter 20	A Mitsubishi Fuso Canter 20 parked in a bustling city street with skyscrapers in the background
1991 Acura Legend (US)	https://upload.wikimedia.org/wikipedia/commons/d/d7/91_Acura_Legend_%2813174599143%29.jpg	4592	3056	/data/output_images/00012/000128383.jpg	2471	1991 Acura Legend	A 1991 Acura Legend parked in a vibrant city street during sunset
Maltese bread oven	https://upload.wikimedia.org/wikipedia/commons/f/ff/Malta_-_Birgu_-_Triq_il-Mina_l-Kbira_-_Inquisitor%27s_Palace_in_10_ies.jpg	5616	3744	/data/output_images/00012/000129100.jpg	2474	Maltese bread oven	A Maltese bread oven set in a rustic countryside kitchen with wooden beams and a stone floor
Blue-faced honeyeater	https://upload.wikimedia.org/wikipedia/commons/e/ee/Blue_faced_honeyeater_feeding444.jpg	1632	1224	/data/output_images/00012/000128188.jpg	2437	Blue-faced honeyeater	A Blue-faced honeyeater perched on a branch in a vibrant tropical rainforest
Changan Star Xingka S201 double cab	https://upload.wikimedia.org/wikipedia/commons/a/aa/2018_Chang%27an_%28Chana%29_Xingka_S201_double_cab%2C_front_8.3.18.jpg	4963	3536	/data/output_images/00012/000127970.jpg	2443	Changan Star Xingka S201 double cab	A Changan Star Xingka S201 double cab parked in a bustling city street
A high-speed train TGV Duplex from the SNCF	https://upload.wikimedia.org/wikipedia/commons/6/60/TGV_Duplex_Figueres.jpg	1024	684	/data/output_images/00013/000132340.jpg	2517	TGV Duplex	A TGV Duplex speeding through a picturesque countryside landscape
Snowshoe female cat	https://upload.wikimedia.org/wikipedia/commons/2/20/FionaSnowshoe.jpg	930	2016	/data/output_images/00013/000132919.jpg	2526	Snowshoe female cat	A Snowshoe female cat lounging on a windowsill with a view of a bustling city street
A CASA CN-235 of the Spanish Air Force	http://upload.wikimedia.org/wikipedia/commons/2/23/Casa_cn235_001.jpg	1200	796	/data/output_images/00013/000131760.jpg	2504	CASA CN-235	A CASA CN-235 flying over a coastal city during sunset
A dish of pizzoccheri	https://upload.wikimedia.org/wikipedia/commons/f/fc/Esno4Wkmana_jul_2014_Cassnam_066.jpg	4104	2736	/data/output_images/00013/000132896.jpg	2527	pizzoccheri	A plate of pizzoccheri served at a rustic Italian trattoria with a view of the mountains
Arbutus tree in Montague Provincial Park	https://upload.wikimedia.org/wikipedia/commons/1/19/Arbutus_Tree_%287743626674%29.jpg	1024	768	/data/output_images/00013/000130339.jpg	2477	Arbutus tree	An Arbutus tree standing on a rocky cliff overlooking the ocean at sunset
Green sea turtle at Palmyra Atoll National Wildlife Refuge	https://upload.wikimedia.org/wikipedia/commons/d/de/Green_turtle_Palmyra_Atoll_National_Wildlife_Refuge.jpg	2395	1660	/data/output_images/00013/000130727.jpg	2486	Green sea turtle	A Green sea turtle swimming gracefully in a vibrant coral reef
Pegasus Quantum 145-912 microlight trike	https://upload.wikimedia.org/wikipedia/commons/1/11/Pegasus_quantum_15-912_microlight_g-byff_kemble_arp.jpg	1197	1302	/data/output_images/00013/000130934.jpg	2496	Pegasus Quantum 145-912 microlight trike	A Pegasus Quantum 145-912 microlight trike soaring over a picturesque mountain landscape
Black & white Border Collie. Male.	https://upload.wikimedia.org/wikipedia/commons/5/5f/Border_Collie_Macho_Blanco_y_Negro_%28Batman%2C_los_Baganes_Border_Collie%29.jpg	1200	821	/data/output_images/00012/000129189.jpg	2453	Border Collie	A black and white Border Collie playing in a lush green park
Air Seoul Airbus A321 parked at Siem Reap, Cambodia	https://upload.wikimedia.org/wikipedia/commons/c/c9/Air_Seoul_Airbus_A321_HL8281_Siem_Reap_2018_%2802%29.jpg	5211	2923	/data/output_images/00013/000132477.jpg	2523	Air Seoul Airbus A321	An Air Seoul Airbus A321 flying over a tropical beach during sunset
1964 Rambler Typhoon two-door hardtop	https://upload.wikimedia.org/wikipedia/commons/0/07/1964_Rambler_Classic_Typhoon_2D-hardtop-NJ.jpg	580	300	/data/output_images/00012/000128113.jpg	2431	1964 Rambler Typhoon	A 1964 Rambler Typhoon parked in front of a vintage diner
Betel nut cutter, Indonesia	https://upload.wikimedia.org/wikipedia/commons/1/1a/Betelnut-Cutter%2C_Indonesia.JPG	2848	2136	/data/output_images/00013/000130606.jpg	2488	Betel nut cutter	A Betel nut cutter displayed on a traditional wooden table in a Balinese home
1960 Scania-Vabis L75 bodied by Kristiansund Lettmetall, carrying six passengers.	https://upload.wikimedia.org/wikipedia/commons/3/3a/Sca-Vabis-75-KrsundFreiBillag-hh.jpg	2048	1536	/data/output_images/00012/000129137.jpg	2454	1960 Scania-Vabis L75	A 1960 Scania-Vabis L75 parked at a vintage car show in a bustling city square
Breadcrumbs from a box on a plate	https://upload.wikimedia.org/wikipedia/commons/e/e1/Breadcrumb.jpg	2816	2112	/data/output_images/00013/000133678.jpg	2547	breadcrumbs	A bowl of breadcrumbs placed on a rustic wooden kitchen table
Great black-backed gull	https://upload.wikimedia.org/wikipedia/commons/c/c6/Great_Black-backed_Gull_Larus_marinus.jpg	3358	2678	/data/output_images/00013/000134217.jpg	2558	Great black-backed gull	A Great black-backed gull perched on a rocky cliff overlooking the ocean
Volgren bodied Mercedes-Benz O405NH Joondalup CAT bus	https://upload.wikimedia.org/wikipedia/commons/0/0e/Mercedes_0405NH_midi_1824_Joondalup_CAT.jpg	2261	1333	/data/output_images/00013/000134538.jpg	2562	Mercedes-Benz O405NH bus	A Mercedes-Benz O405NH bus driving through a busy city street during rush hour
Lexus IS 250 (GSE20) X-Package	http://upload.wikimedia.org/wikipedia/commons/0/00/Lexus_IS250_with_X-Package_red.jpg	1200	699	/data/output_images/00013/000134354.jpg	2557	Lexus IS 250	A Lexus IS 250 parked in a vibrant city street during sunset
Paropsisterna morio	https://upload.wikimedia.org/wikipedia/commons/5/58/Paropsisterna_morio_Coldstream-1.jpg	1024	768	/data/output_images/00013/000134034.jpg	2551	Paropsisterna morio	A Paropsisterna morio beetle crawling on a vibrant flower in a tropical garden
Bangladesh Army MT-LB on exhibition.	https://upload.wikimedia.org/wikipedia/commons/1/16/Resting_iron_Bangladesh_Army_MT-LB_APC._%2836251501343%29.jpg	2000	1333	/data/output_images/00013/000133544.jpg	2542	MT-LB	An MT-LB displayed in a military museum surrounded by historical artifacts
A Carolina chickadee, a common songbird.	http://upload.wikimedia.org/wikipedia/commons/2/2b/Carolina_Chickadee_Image_001.jpg	359	334	/data/output_images/00013/000134128.jpg	2552	Carolina chickadee	A Carolina chickadee perched on a branch in a vibrant spring forest
Late 2000s Blue Bird Micro Bird on Chevrolet Express 3500 chassis.	http://upload.wikimedia.org/wikipedia/commons/3/39/Blue_bird_micro_birds.jpg	800	532	/data/output_images/00013/000134874.jpg	2566	Blue Bird Micro Bird	A Blue Bird Micro Bird bus parked in front of a vibrant city skyline
Model 500 Law enforcement combo with red-dot sight	http://upload.wikimedia.org/wikipedia/commons/3/3f/Mossberg500LawCombo.jpg	1261	379	/data/output_images/00013/000133656.jpg	2541	Model 500 Law enforcement combo with red-dot sight	A Model 500 Law enforcement combo with red-dot sight displayed on a tactical shooting range
VTX1800T Tourer model	https://upload.wikimedia.org/wikipedia/commons/2/21/Vtx1800t3.png	1920	1155	/data/output_images/00013/000134019.jpg	2563	VTX1800T Tourer	A VTX1800T Tourer motorcycle parked on a scenic mountain road
Marmot in Tuolumne Meadows	http://upload.wikimedia.org/wikipedia/commons/4/43/Marmota_flaviventris_%28Yellow_Bellied_Marmot%29%2C_Yosemite_NP_-_Diliff.jpg	4114	2569	/data/output_images/00013/000133897.jpg	2559	Marmot	A marmot sitting on a rock in a vibrant alpine meadow filled with wildflowers
Leghorn hen	https://upload.wikimedia.org/wikipedia/commons/f/f2/ARS-White_Leghorn_hen.jpg	1913	3000	/data/output_images/00013/000133639.jpg	2544	Leghorn hen	A Leghorn hen roaming in a sunny farmyard with a red barn in the background
A lacrosse ball	https://upload.wikimedia.org/wikipedia/commons/8/8f/Brine_lax_ball.jpg	800	600	/data/output_images/00013/000135432.jpg	2579	lacrosse ball	A lacrosse ball resting on a grassy field during a sunny day
Black-faced cormorants holding wings out to dry their feathers after diving.	https://upload.wikimedia.org/wikipedia/commons/5/5a/Phalacrocorax_fuscescens_1.jpg	1024	1024	/data/output_images/00013/000136898.jpg	2604	Black-faced cormorants	A pair of Black-faced cormorants perched on a rocky cliff overlooking a sunset beach
A Mercedes-Benz Sprinter City 77 minibus	https://upload.wikimedia.org/wikipedia/commons/f/f0/Mercedes-Benz_Sprinter_City_77_purple_fr_IAA_2010.JPG	3872	2592	/data/output_images/00013/000134593.jpg	2569	Mercedes-Benz Sprinter City 77 minibus	A Mercedes-Benz Sprinter City 77 minibus driving through a bustling city street during the day
1986 London Regional Transport Optare CityPacer	https://upload.wikimedia.org/wikipedia/commons/4/40/Optare_City_Pacer.jpg	1440	960	/data/output_images/00013/000133329.jpg	2534	Optare CityPacer	An Optare CityPacer driving through a bustling city street filled with modern skyscrapers
A specimen with beak deformities from Neora Valley National Park, West Bengal, India.	https://upload.wikimedia.org/wikipedia/commons/b/be/NV_CCLT.jpg	810	1080	/data/output_images/00013/000135591.jpg	2584	bird with beak deformities	A bird with beak deformities perched on a branch in a lush tropical rainforest
Red deer at the beginning of the growing season	https://upload.wikimedia.org/wikipedia/commons/8/89/Antlers_at_the_start_of_the_season%2C_cervus_elaphus%2C_deinze%2C_belgium.jpg	900	1200	/data/output_images/00013/000133939.jpg	2548	Red deer	A Red deer standing majestically in a lush green meadow during springtime
Saluki with a dark colored coat.	http://upload.wikimedia.org/wikipedia/commons/a/a9/Saluki_dog_breed.jpg	469	512	/data/output_images/00013/000136855.jpg	2603	Saluki	A Saluki with a dark colored coat running along a sandy beach at sunset
Autozam AZ-1 Mazdaspeed	https://upload.wikimedia.org/wikipedia/commons/0/0f/Mazda_AZ-1_Mazda_speed_version.jpg	3308	2256	/data/output_images/00013/000136768.jpg	2612	Autozam AZ-1 Mazdaspeed	An Autozam AZ-1 Mazdaspeed parked in a scenic mountain overlook
